transaction_id,bill_id,date,store_id,store_location,customer_id,customer_segment,product_id,product_category,product_name,quantity,unit_price,payment_method,discount_applied,channel
TXN-2025-03164,BILL-2582,2025-03-12,S1,Downtown,C092,Loyal,P302,Personal Care,Toothpaste 100g,2,2.2,Cash,0.4,In-store
TXN-2025-03165,BILL-4165,2025-02-07,S2,Uptown,C302,Regular,P402,Household,Dish Soap 500ml,3,3.0,Cash,0.28,In-store
TXN-2025-03166,BILL-2583,2025-03-30,S3,Suburban,C468,Loyal,P203,Snacks,Chocolate Cookies,2,2.0,Cash,0.06,In-store
TXN-2025-03167,BILL-2055,2025-03-29,S3,Suburban,C292,Regular,P301,Personal Care,Shampoo 250ml,3,4.0,Cash,0.18,Online
TXN-2025-03168,BILL-4168,2025-01-09,S1,Downtown,C069,New,P301,Personal Care,Shampoo 250ml,2,4.0,UPI,0.04,In-store
TXN-2025-03169,BILL-2056,2025-03-17,S3,Suburban,C231,Regular,P103,Beverages,Sparkling Water,1,1.8,Credit Card,0.18,In-store
TXN-2025-03170,BILL-2585,2025-01-05,S4,City Center,C237,Regular,P402,Household,Dish Soap 500ml,4,3.0,UPI,0.38,Online
TXN-2025-03171,BILL-4171,2025-03-28,S4,City Center,C328,Regular,P103,Beverages,Sparkling Water,4,1.8,Cash,0.12,In-store
TXN-2025-03172,BILL-2586,2025-01-08,S4,City Center,C307,Regular,P301,Personal Care,Shampoo 250ml,1,4.0,UPI,0.17,In-store
TXN-2025-03173,BILL-2586,2025-01-03,S4,City Center,C198,Regular,P402,Household,Dish Soap 500ml,4,3.0,Cash,0.18,Online
TXN-2025-03174,BILL-2587,2025-01-29,S1,Downtown,C065,New,P401,Household,Laundry Detergent 1kg,1,6.5,Cash,0.18,In-store
TXN-2025-03175,BILL-4175,2025-02-08,S3,Suburban,C088,New,P103,Beverages,Sparkling Water,1,1.8,Cash,0.03,In-store
TXN-2025-03176,BILL-4176,2025-01-25,S2,Uptown,C140,Regular,P301,Personal Care,Shampoo 250ml,1,4.0,Cash,0.23,In-store
TXN-2025-03177,BILL-2059,2025-03-01,S2,Uptown,C046,Regular,P402,Household,Dish Soap 500ml,1,3.0,Cash,0.08,Online
TXN-2025-03178,BILL-4178,2025-02-27,S3,Suburban,C176,New,P201,Snacks,Potato Chips,2,1.2,Cash,0.05,In-store
TXN-2025-03179,BILL-2059,2025-01-17,S4,City Center,C468,Regular,P202,Snacks,Protein Bar,3,2.5,UPI,0.06,In-store
TXN-2025-03180,BILL-4180,2025-02-25,S3,Suburban,C021,Regular,P303,Personal Care,Handwash 300ml,2,3.0,UPI,0.26,In-store
TXN-2025-03181,BILL-2590,2025-02-17,S3,Suburban,C250,Regular,P403,Household,Garbage Bags 20pcs,4,2.8,Cash,0.32,Online
TXN-2025-03182,BILL-2591,2025-03-16,S2,Uptown,C065,Regular,P202,Snacks,Protein Bar,1,2.5,Credit Card,0.05,Online
TXN-2025-03183,BILL-4183,2025-02-03,S4,City Center,C034,Loyal,P303,Personal Care,Handwash 300ml,5,3.0,Cash,0.2,In-store
TXN-2025-03184,BILL-2061,2025-01-30,S2,Uptown,C493,Loyal,P301,Personal Care,Shampoo 250ml,4,4.0,Credit Card,0.34,In-store
TXN-2025-03185,BILL-4185,2025-01-23,S2,Uptown,C449,Regular,P102,Beverages,Organic Green Tea,2,4.2,UPI,0.08,Online
TXN-2025-03186,BILL-2593,2025-01-27,S3,Suburban,C233,Regular,P203,Snacks,Chocolate Cookies,4,2.0,Credit Card,0.05,Online
TXN-2025-03187,BILL-2062,2025-02-17,S4,City Center,C227,New,P302,Personal Care,Toothpaste 100g,1,2.2,UPI,0.06,In-store
TXN-2025-03188,BILL-2062,2025-01-04,S2,Uptown,C325,New,P302,Personal Care,Toothpaste 100g,2,2.2,UPI,0.03,In-store
TXN-2025-03189,BILL-2594,2025-03-29,S1,Downtown,C329,Loyal,P101,Beverages,Orange Juice 1L,2,3.5,Credit Card,0.16,In-store
TXN-2025-03190,BILL-2063,2025-02-06,S3,Suburban,C220,Regular,P102,Beverages,Organic Green Tea,4,4.2,UPI,0.06,In-store
TXN-2025-03191,BILL-4191,2025-03-26,S1,Downtown,C035,Regular,P203,Snacks,Chocolate Cookies,3,2.0,Credit Card,0.04,Online
TXN-2025-03192,BILL-4192,2025-01-17,S1,Downtown,C392,Regular,P201,Snacks,Potato Chips,1,1.2,Cash,0.07,Online
TXN-2025-03193,BILL-2596,2025-02-23,S2,Uptown,C243,Regular,P403,Household,Garbage Bags 20pcs,3,2.8,Credit Card,0.24,In-store
TXN-2025-03194,BILL-2064,2025-02-13,S2,Uptown,C315,Regular,P302,Personal Care,Toothpaste 100g,3,2.2,Credit Card,0.19,In-store
TXN-2025-03195,BILL-4195,2025-02-08,S2,Uptown,C452,Regular,P203,Snacks,Chocolate Cookies,4,2.0,UPI,0.06,In-store
TXN-2025-03196,BILL-2598,2025-02-10,S2,Uptown,C025,Loyal,P401,Household,Laundry Detergent 1kg,5,6.5,Credit Card,0.29,In-store
TXN-2025-03197,BILL-2598,2025-03-24,S1,Downtown,C070,Regular,P402,Household,Dish Soap 500ml,2,3.0,Cash,0.13,In-store
TXN-2025-03198,BILL-2066,2025-03-14,S2,Uptown,C462,Regular,P402,Household,Dish Soap 500ml,1,3.0,Cash,0.2,Online
TXN-2025-03199,BILL-2066,2025-01-14,S4,City Center,C380,Loyal,P103,Beverages,Sparkling Water,6,1.8,Cash,0.24,In-store
TXN-2025-03200,BILL-4200,2025-02-03,S2,Uptown,C056,New,P203,Snacks,Chocolate Cookies,1,2.0,Credit Card,0.01,In-store
TXN-2025-03201,BILL-4201,2025-01-27,S1,Downtown,C231,Regular,P303,Personal Care,Handwash 300ml,2,3.0,Cash,0.22,In-store
TXN-2025-03202,BILL-2067,2025-02-09,S1,Downtown,C175,New,P402,Household,Dish Soap 500ml,2,3.0,Cash,0.09,In-store
TXN-2025-03203,BILL-2601,2025-01-07,S1,Downtown,C173,Loyal,P103,Beverages,Sparkling Water,4,1.8,Credit Card,0.26,Online
TXN-2025-03204,BILL-4204,2025-03-17,S2,Uptown,C335,Loyal,P401,Household,Laundry Detergent 1kg,3,6.5,Cash,0.31,In-store
TXN-2025-03205,BILL-4205,2025-03-09,S1,Downtown,C058,Regular,P103,Beverages,Sparkling Water,2,1.8,Cash,0.14,In-store
TXN-2025-03206,BILL-2603,2025-03-16,S4,City Center,C035,New,P201,Snacks,Potato Chips,1,1.2,Cash,0.03,In-store
TXN-2025-03207,BILL-2603,2025-03-19,S2,Uptown,C001,Regular,P203,Snacks,Chocolate Cookies,1,2.0,UPI,0.09,In-store
TXN-2025-03208,BILL-2604,2025-02-05,S1,Downtown,C324,Loyal,P302,Personal Care,Toothpaste 100g,5,2.2,Credit Card,0.31,In-store
TXN-2025-03209,BILL-4209,2025-01-20,S1,Downtown,C265,Loyal,P202,Snacks,Protein Bar,2,2.5,Cash,0.1,In-store
TXN-2025-03210,BILL-2605,2025-02-12,S3,Suburban,C497,New,P303,Personal Care,Handwash 300ml,1,3.0,UPI,0.08,In-store
TXN-2025-03211,BILL-2605,2025-03-30,S3,Suburban,C142,Loyal,P301,Personal Care,Shampoo 250ml,2,4.0,UPI,0.16,Online
TXN-2025-03212,BILL-2070,2025-03-02,S1,Downtown,C214,Regular,P301,Personal Care,Shampoo 250ml,2,4.0,Cash,0.14,Online
TXN-2025-03213,BILL-4213,2025-03-30,S3,Suburban,C400,Loyal,P102,Beverages,Organic Green Tea,2,4.2,UPI,0.11,Online
TXN-2025-03214,BILL-2607,2025-03-15,S1,Downtown,C238,Loyal,P201,Snacks,Potato Chips,4,1.2,Credit Card,0.15,In-store
TXN-2025-03215,BILL-2071,2025-02-24,S1,Downtown,C078,Regular,P202,Snacks,Protein Bar,1,2.5,Credit Card,0.08,In-store
TXN-2025-03216,BILL-4216,2025-01-22,S2,Uptown,C159,New,P101,Beverages,Orange Juice 1L,1,3.5,UPI,0.08,In-store
TXN-2025-03217,BILL-2072,2025-03-02,S3,Suburban,C024,Regular,P302,Personal Care,Toothpaste 100g,1,2.2,Credit Card,0.29,In-store
TXN-2025-03218,BILL-4218,2025-02-11,S3,Suburban,C227,Regular,P202,Snacks,Protein Bar,4,2.5,Credit Card,0.05,In-store
TXN-2025-03219,BILL-2609,2025-03-04,S2,Uptown,C176,Regular,P303,Personal Care,Handwash 300ml,4,3.0,UPI,0.25,In-store
TXN-2025-03220,BILL-2610,2025-02-26,S4,City Center,C406,Loyal,P401,Household,Laundry Detergent 1kg,3,6.5,Cash,0.4,In-store
TXN-2025-03221,BILL-2610,2025-03-16,S1,Downtown,C145,Regular,P202,Snacks,Protein Bar,2,2.5,Credit Card,0.08,In-store
TXN-2025-03222,BILL-2074,2025-02-23,S2,Uptown,C251,Loyal,P102,Beverages,Organic Green Tea,5,4.2,Cash,0.26,Online
TXN-2025-03223,BILL-2074,2025-02-03,S2,Uptown,C070,New,P302,Personal Care,Toothpaste 100g,1,2.2,Cash,0.12,Online
TXN-2025-03224,BILL-2074,2025-03-09,S1,Downtown,C272,Regular,P201,Snacks,Potato Chips,4,1.2,UPI,0.07,Online
TXN-2025-03225,BILL-4225,2025-03-26,S3,Suburban,C427,Regular,P202,Snacks,Protein Bar,1,2.5,UPI,0.05,In-store
TXN-2025-03226,BILL-4226,2025-03-26,S4,City Center,C026,Regular,P201,Snacks,Potato Chips,4,1.2,Credit Card,0.08,In-store
TXN-2025-03227,BILL-4227,2025-03-24,S4,City Center,C500,Regular,P403,Household,Garbage Bags 20pcs,3,2.8,Cash,0.11,In-store
TXN-2025-03228,BILL-2614,2025-02-07,S4,City Center,C334,Loyal,P402,Household,Dish Soap 500ml,3,3.0,Cash,0.6,In-store
TXN-2025-03229,BILL-2614,2025-03-14,S3,Suburban,C023,Regular,P302,Personal Care,Toothpaste 100g,3,2.2,Credit Card,0.28,In-store
TXN-2025-03230,BILL-4230,2025-03-11,S1,Downtown,C049,Regular,P301,Personal Care,Shampoo 250ml,3,4.0,Credit Card,0.27,In-store
TXN-2025-03231,BILL-2077,2025-02-20,S1,Downtown,C368,Regular,P301,Personal Care,Shampoo 250ml,1,4.0,Cash,0.09,Online
TXN-2025-03232,BILL-2077,2025-02-28,S4,City Center,C369,Regular,P401,Household,Laundry Detergent 1kg,2,6.5,Cash,0.11,In-store
TXN-2025-03233,BILL-2616,2025-03-27,S4,City Center,C040,New,P102,Beverages,Organic Green Tea,1,4.2,UPI,0.07,In-store
TXN-2025-03234,BILL-2617,2025-01-20,S1,Downtown,C030,New,P302,Personal Care,Toothpaste 100g,1,2.2,UPI,0.14,Online
TXN-2025-03235,BILL-2617,2025-01-26,S4,City Center,C417,Regular,P202,Snacks,Protein Bar,4,2.5,UPI,0.03,In-store
TXN-2025-03236,BILL-2078,2025-03-07,S4,City Center,C469,Regular,P301,Personal Care,Shampoo 250ml,2,4.0,UPI,0.21,In-store
TXN-2025-03237,BILL-4237,2025-01-02,S3,Suburban,C105,Regular,P203,Snacks,Chocolate Cookies,4,2.0,Credit Card,0.05,In-store
TXN-2025-03238,BILL-4238,2025-03-12,S2,Uptown,C227,Regular,P101,Beverages,Orange Juice 1L,1,3.5,Cash,0.09,In-store
TXN-2025-03239,BILL-2079,2025-01-27,S3,Suburban,C101,Loyal,P201,Snacks,Potato Chips,3,1.2,UPI,0.07,In-store
TXN-2025-03240,BILL-2080,2025-02-28,S4,City Center,C015,Regular,P402,Household,Dish Soap 500ml,1,3.0,Cash,0.14,In-store
TXN-2025-03241,BILL-2620,2025-01-10,S1,Downtown,C156,New,P301,Personal Care,Shampoo 250ml,2,4.0,Cash,0.08,In-store
TXN-2025-03242,BILL-2080,2025-02-06,S3,Suburban,C404,Loyal,P201,Snacks,Potato Chips,5,1.2,Cash,0.07,In-store
TXN-2025-03243,BILL-2081,2025-02-15,S4,City Center,C236,New,P102,Beverages,Organic Green Tea,1,4.2,Cash,0.05,Online
TXN-2025-03244,BILL-2081,2025-01-26,S3,Suburban,C139,New,P201,Snacks,Potato Chips,1,1.2,Cash,0.04,In-store
TXN-2025-03245,BILL-4245,2025-01-05,S1,Downtown,C119,Regular,P303,Personal Care,Handwash 300ml,1,3.0,UPI,0.21,Online
TXN-2025-03246,BILL-4246,2025-01-14,S4,City Center,C063,Regular,P202,Snacks,Protein Bar,4,2.5,Cash,0.03,Online
TXN-2025-03247,BILL-2623,2025-01-08,S4,City Center,C436,Loyal,P101,Beverages,Orange Juice 1L,4,3.5,UPI,0.18,In-store
TXN-2025-03248,BILL-4248,2025-03-02,S1,Downtown,C230,Regular,P102,Beverages,Organic Green Tea,4,4.2,UPI,0.15,In-store
TXN-2025-03249,BILL-2624,2025-01-23,S3,Suburban,C157,Regular,P203,Snacks,Chocolate Cookies,2,2.0,Credit Card,0.07,In-store
TXN-2025-03250,BILL-2625,2025-03-22,S1,Downtown,C065,Regular,P201,Snacks,Potato Chips,3,1.2,Cash,0.06,In-store
TXN-2025-03251,BILL-2083,2025-01-21,S2,Uptown,C008,New,P302,Personal Care,Toothpaste 100g,1,2.2,Cash,0.13,In-store
TXN-2025-03252,BILL-4252,2025-02-25,S1,Downtown,C491,New,P401,Household,Laundry Detergent 1kg,1,6.5,UPI,0.15,In-store
TXN-2025-03253,BILL-2626,2025-02-12,S2,Uptown,C139,Regular,P301,Personal Care,Shampoo 250ml,3,4.0,Cash,0.19,Online
TXN-2025-03254,BILL-4254,2025-02-04,S4,City Center,C498,Regular,P302,Personal Care,Toothpaste 100g,1,2.2,UPI,0.15,Online
TXN-2025-03255,BILL-2627,2025-01-29,S3,Suburban,C447,Loyal,P201,Snacks,Potato Chips,3,1.2,UPI,0.11,In-store
TXN-2025-03256,BILL-4256,2025-03-22,S2,Uptown,C371,Regular,P303,Personal Care,Handwash 300ml,4,3.0,Cash,0.06,In-store
TXN-2025-03257,BILL-4257,2025-02-16,S1,Downtown,C488,Regular,P102,Beverages,Organic Green Tea,3,4.2,UPI,0.1,In-store
TXN-2025-03258,BILL-2629,2025-02-17,S2,Uptown,C060,Regular,P101,Beverages,Orange Juice 1L,4,3.5,UPI,0.17,In-store
TXN-2025-03259,BILL-2086,2025-02-12,S3,Suburban,C070,Regular,P202,Snacks,Protein Bar,4,2.5,Credit Card,0.04,In-store
TXN-2025-03260,BILL-4260,2025-03-08,S2,Uptown,C233,Regular,P401,Household,Laundry Detergent 1kg,3,6.5,UPI,0.09,In-store
TXN-2025-03261,BILL-2087,2025-02-14,S2,Uptown,C238,Regular,P302,Personal Care,Toothpaste 100g,4,2.2,Cash,0.09,Online
TXN-2025-03262,BILL-4262,2025-02-19,S3,Suburban,C333,Regular,P303,Personal Care,Handwash 300ml,4,3.0,Credit Card,0.21,In-store
TXN-2025-03263,BILL-2087,2025-02-02,S3,Suburban,C295,Regular,P203,Snacks,Chocolate Cookies,4,2.0,Cash,0.07,In-store
TXN-2025-03264,BILL-4264,2025-01-22,S3,Suburban,C346,New,P103,Beverages,Sparkling Water,1,1.8,Credit Card,0.03,In-store
TXN-2025-03265,BILL-2632,2025-03-12,S2,Uptown,C199,New,P201,Snacks,Potato Chips,2,1.2,Credit Card,0.04,In-store
TXN-2025-03266,BILL-4266,2025-03-16,S1,Downtown,C108,New,P203,Snacks,Chocolate Cookies,2,2.0,UPI,0.01,Online
TXN-2025-03267,BILL-2089,2025-03-25,S2,Uptown,C039,New,P202,Snacks,Protein Bar,1,2.5,Cash,0.01,In-store
TXN-2025-03268,BILL-2634,2025-01-21,S2,Uptown,C107,Loyal,P401,Household,Laundry Detergent 1kg,5,6.5,UPI,0.5,Online
TXN-2025-03269,BILL-4269,2025-03-09,S4,City Center,C124,Regular,P302,Personal Care,Toothpaste 100g,1,2.2,UPI,0.17,Online
TXN-2025-03270,BILL-4270,2025-02-02,S1,Downtown,C251,New,P202,Snacks,Protein Bar,2,2.5,Cash,0.03,In-store
TXN-2025-03271,BILL-2090,2025-03-19,S2,Uptown,C251,Regular,P201,Snacks,Potato Chips,3,1.2,Cash,0.03,In-store
TXN-2025-03272,BILL-2090,2025-02-18,S1,Downtown,C024,Regular,P402,Household,Dish Soap 500ml,1,3.0,Cash,0.14,Online
TXN-2025-03273,BILL-2636,2025-02-28,S3,Suburban,C353,Regular,P302,Personal Care,Toothpaste 100g,1,2.2,Credit Card,0.07,In-store
TXN-2025-03274,BILL-2637,2025-02-26,S3,Suburban,C403,Regular,P101,Beverages,Orange Juice 1L,3,3.5,Credit Card,0.18,In-store
TXN-2025-03275,BILL-4275,2025-02-17,S3,Suburban,C176,Regular,P301,Personal Care,Shampoo 250ml,2,4.0,UPI,0.15,In-store
TXN-2025-03276,BILL-2638,2025-03-25,S1,Downtown,C102,Loyal,P301,Personal Care,Shampoo 250ml,2,4.0,Credit Card,0.26,In-store
TXN-2025-03277,BILL-2092,2025-03-01,S2,Uptown,C097,New,P101,Beverages,Orange Juice 1L,2,3.5,UPI,0.04,In-store
TXN-2025-03278,BILL-2639,2025-03-04,S2,Uptown,C016,New,P102,Beverages,Organic Green Tea,1,4.2,Credit Card,0.07,Online
TXN-2025-03279,BILL-2093,2025-03-21,S4,City Center,C442,Regular,P201,Snacks,Potato Chips,4,1.2,Cash,0.06,In-store
TXN-2025-03280,BILL-4280,2025-03-26,S3,Suburban,C315,Regular,P103,Beverages,Sparkling Water,2,1.8,Cash,0.1,In-store
TXN-2025-03281,BILL-2640,2025-01-31,S4,City Center,C096,Loyal,P302,Personal Care,Toothpaste 100g,4,2.2,UPI,0.4,In-store
TXN-2025-03282,BILL-4282,2025-02-15,S1,Downtown,C091,Loyal,P402,Household,Dish Soap 500ml,3,3.0,UPI,0.36,In-store
TXN-2025-03283,BILL-2641,2025-01-01,S2,Uptown,C084,New,P403,Household,Garbage Bags 20pcs,1,2.8,UPI,0.19,Online
TXN-2025-03284,BILL-2094,2025-02-07,S3,Suburban,C403,Regular,P203,Snacks,Chocolate Cookies,4,2.0,UPI,0.08,In-store
TXN-2025-03285,BILL-4285,2025-01-21,S4,City Center,C378,New,P401,Household,Laundry Detergent 1kg,1,6.5,UPI,0.14,Online
TXN-2025-03286,BILL-2643,2025-02-16,S1,Downtown,C398,Regular,P401,Household,Laundry Detergent 1kg,2,6.5,Cash,0.28,In-store
TXN-2025-03287,BILL-2643,2025-02-26,S3,Suburban,C177,Regular,P101,Beverages,Orange Juice 1L,4,3.5,Cash,0.07,In-store
TXN-2025-03288,BILL-2644,2025-03-14,S2,Uptown,C356,New,P203,Snacks,Chocolate Cookies,1,2.0,Cash,0.03,Online
TXN-2025-03289,BILL-4289,2025-02-19,S3,Suburban,C209,Regular,P402,Household,Dish Soap 500ml,4,3.0,Cash,0.26,In-store
TXN-2025-03290,BILL-2645,2025-01-01,S1,Downtown,C497,New,P303,Personal Care,Handwash 300ml,1,3.0,Credit Card,0.12,In-store
TXN-2025-03291,BILL-2645,2025-02-12,S4,City Center,C250,Regular,P103,Beverages,Sparkling Water,3,1.8,Cash,0.12,In-store
TXN-2025-03292,BILL-2646,2025-01-31,S3,Suburban,C315,Loyal,P102,Beverages,Organic Green Tea,5,4.2,Cash,0.16,In-store
TXN-2025-03293,BILL-2097,2025-03-25,S2,Uptown,C335,Regular,P301,Personal Care,Shampoo 250ml,3,4.0,Credit Card,0.18,In-store
TXN-2025-03294,BILL-4294,2025-01-26,S3,Suburban,C296,Regular,P403,Household,Garbage Bags 20pcs,3,2.8,UPI,0.37,In-store
TXN-2025-03295,BILL-2647,2025-02-04,S3,Suburban,C047,Loyal,P101,Beverages,Orange Juice 1L,5,3.5,Credit Card,0.25,In-store
TXN-2025-03296,BILL-4296,2025-02-17,S2,Uptown,C150,Loyal,P101,Beverages,Orange Juice 1L,3,3.5,Credit Card,0.16,In-store
TXN-2025-03297,BILL-4297,2025-01-13,S4,City Center,C463,Regular,P401,Household,Laundry Detergent 1kg,1,6.5,UPI,0.25,In-store
TXN-2025-03298,BILL-4298,2025-03-10,S1,Downtown,C040,Regular,P203,Snacks,Chocolate Cookies,4,2.0,UPI,0.06,In-store
TXN-2025-03299,BILL-2099,2025-03-02,S1,Downtown,C250,Loyal,P203,Snacks,Chocolate Cookies,3,2.0,Credit Card,0.12,In-store
TXN-2025-03300,BILL-4300,2025-02-09,S1,Downtown,C138,Regular,P102,Beverages,Organic Green Tea,3,4.2,Credit Card,0.2,In-store
TXN-2025-03301,BILL-4301,2025-02-10,S3,Suburban,C191,Regular,P102,Beverages,Organic Green Tea,4,4.2,Cash,0.05,In-store
TXN-2025-03302,BILL-2100,2025-01-11,S3,Suburban,C148,New,P101,Beverages,Orange Juice 1L,2,3.5,Credit Card,0.09,In-store
TXN-2025-03303,BILL-2651,2025-03-24,S1,Downtown,C406,Regular,P303,Personal Care,Handwash 300ml,4,3.0,UPI,0.23,In-store
TXN-2025-03304,BILL-2652,2025-03-14,S1,Downtown,C320,Regular,P303,Personal Care,Handwash 300ml,4,3.0,UPI,0.22,In-store
TXN-2025-03305,BILL-4305,2025-03-26,S2,Uptown,C156,Loyal,P201,Snacks,Potato Chips,3,1.2,Credit Card,0.08,In-store
TXN-2025-03306,BILL-2653,2025-02-18,S2,Uptown,C159,Regular,P301,Personal Care,Shampoo 250ml,2,4.0,Cash,0.2,In-store
TXN-2025-03307,BILL-2102,2025-02-11,S4,City Center,C351,Loyal,P103,Beverages,Sparkling Water,5,1.8,Cash,0.17,In-store
TXN-2025-03308,BILL-2102,2025-01-12,S3,Suburban,C148,Regular,P202,Snacks,Protein Bar,2,2.5,Credit Card,0.03,Online
TXN-2025-03309,BILL-2103,2025-03-21,S2,Uptown,C108,Regular,P101,Beverages,Orange Juice 1L,3,3.5,Credit Card,0.07,In-store
TXN-2025-03310,BILL-2103,2025-01-05,S4,City Center,C410,Regular,P202,Snacks,Protein Bar,1,2.5,Cash,0.04,In-store
TXN-2025-03311,BILL-2103,2025-02-26,S2,Uptown,C279,Regular,P201,Snacks,Potato Chips,4,1.2,UPI,0.04,In-store
TXN-2025-03312,BILL-4312,2025-01-14,S3,Suburban,C154,Regular,P203,Snacks,Chocolate Cookies,4,2.0,Credit Card,0.04,Online
TXN-2025-03313,BILL-4313,2025-03-08,S1,Downtown,C077,Regular,P301,Personal Care,Shampoo 250ml,2,4.0,UPI,0.19,Online
TXN-2025-03314,BILL-2104,2025-02-07,S1,Downtown,C286,Regular,P403,Household,Garbage Bags 20pcs,3,2.8,Credit Card,0.29,In-store
TXN-2025-03315,BILL-2657,2025-01-09,S3,Suburban,C412,Loyal,P203,Snacks,Chocolate Cookies,6,2.0,Credit Card,0.14,In-store
TXN-2025-03316,BILL-2658,2025-01-16,S1,Downtown,C164,Regular,P403,Household,Garbage Bags 20pcs,1,2.8,Credit Card,0.26,In-store
TXN-2025-03317,BILL-2658,2025-02-07,S3,Suburban,C039,New,P202,Snacks,Protein Bar,1,2.5,Cash,0.04,In-store
TXN-2025-03318,BILL-4318,2025-02-25,S1,Downtown,C373,Regular,P302,Personal Care,Toothpaste 100g,1,2.2,Cash,0.13,Online
TXN-2025-03319,BILL-2659,2025-01-18,S1,Downtown,C393,Regular,P201,Snacks,Potato Chips,2,1.2,Credit Card,0.09,In-store
TXN-2025-03320,BILL-2660,2025-01-14,S3,Suburban,C430,Regular,P403,Household,Garbage Bags 20pcs,1,2.8,Cash,0.24,Online
TXN-2025-03321,BILL-2107,2025-03-05,S2,Uptown,C247,Regular,P103,Beverages,Sparkling Water,2,1.8,UPI,0.16,In-store
TXN-2025-03322,BILL-2107,2025-01-01,S4,City Center,C175,New,P202,Snacks,Protein Bar,2,2.5,Cash,0.01,In-store
TXN-2025-03323,BILL-2107,2025-03-24,S1,Downtown,C436,Regular,P401,Household,Laundry Detergent 1kg,3,6.5,Credit Card,0.2,In-store
TXN-2025-03324,BILL-2108,2025-02-16,S2,Uptown,C261,Regular,P202,Snacks,Protein Bar,3,2.5,Cash,0.02,In-store
TXN-2025-03325,BILL-4325,2025-02-08,S1,Downtown,C170,Loyal,P201,Snacks,Potato Chips,3,1.2,UPI,0.08,In-store
TXN-2025-03326,BILL-4326,2025-02-19,S4,City Center,C037,Regular,P303,Personal Care,Handwash 300ml,1,3.0,UPI,0.12,Online
TXN-2025-03327,BILL-2663,2025-03-09,S4,City Center,C387,Loyal,P403,Household,Garbage Bags 20pcs,4,2.8,Credit Card,0.47,In-store
TXN-2025-03328,BILL-2664,2025-03-17,S2,Uptown,C131,Regular,P302,Personal Care,Toothpaste 100g,3,2.2,UPI,0.11,In-store
TXN-2025-03329,BILL-2109,2025-03-19,S2,Uptown,C146,New,P202,Snacks,Protein Bar,1,2.5,Cash,0.02,In-store
TXN-2025-03330,BILL-4330,2025-01-22,S3,Suburban,C084,Loyal,P301,Personal Care,Shampoo 250ml,6,4.0,Cash,0.39,In-store
TXN-2025-03331,BILL-2110,2025-03-15,S1,Downtown,C373,Loyal,P402,Household,Dish Soap 500ml,2,3.0,Cash,0.22,In-store
TXN-2025-03332,BILL-2666,2025-01-27,S2,Uptown,C446,Regular,P103,Beverages,Sparkling Water,3,1.8,Credit Card,0.14,In-store
TXN-2025-03333,BILL-4333,2025-03-23,S4,City Center,C431,Regular,P302,Personal Care,Toothpaste 100g,1,2.2,UPI,0.18,In-store
TXN-2025-03334,BILL-2111,2025-01-18,S3,Suburban,C085,Regular,P102,Beverages,Organic Green Tea,3,4.2,UPI,0.05,In-store
TXN-2025-03335,BILL-4335,2025-01-25,S1,Downtown,C472,Regular,P203,Snacks,Chocolate Cookies,1,2.0,UPI,0.06,In-store
TXN-2025-03336,BILL-2112,2025-03-11,S3,Suburban,C382,New,P103,Beverages,Sparkling Water,2,1.8,Credit Card,0.05,Online
TXN-2025-03337,BILL-2668,2025-01-28,S2,Uptown,C250,Regular,P403,Household,Garbage Bags 20pcs,4,2.8,Credit Card,0.25,Online
TXN-2025-03338,BILL-4338,2025-02-01,S2,Uptown,C480,Loyal,P202,Snacks,Protein Bar,3,2.5,UPI,0.13,In-store
TXN-2025-03339,BILL-2669,2025-01-29,S1,Downtown,C199,Regular,P102,Beverages,Organic Green Tea,1,4.2,Credit Card,0.11,In-store
TXN-2025-03340,BILL-2113,2025-03-19,S3,Suburban,C074,New,P202,Snacks,Protein Bar,1,2.5,Credit Card,0.03,In-store
TXN-2025-03341,BILL-2113,2025-03-01,S3,Suburban,C161,Loyal,P402,Household,Dish Soap 500ml,4,3.0,Cash,0.31,In-store
TXN-2025-03342,BILL-2671,2025-03-05,S4,City Center,C249,Loyal,P302,Personal Care,Toothpaste 100g,6,2.2,Credit Card,0.44,Online
TXN-2025-03343,BILL-4343,2025-03-03,S2,Uptown,C135,Loyal,P403,Household,Garbage Bags 20pcs,2,2.8,Credit Card,0.22,In-store
TXN-2025-03344,BILL-2672,2025-01-04,S3,Suburban,C388,Regular,P401,Household,Laundry Detergent 1kg,1,6.5,Credit Card,0.12,In-store
TXN-2025-03345,BILL-4345,2025-02-25,S2,Uptown,C112,Loyal,P301,Personal Care,Shampoo 250ml,4,4.0,Credit Card,0.37,In-store
TXN-2025-03346,BILL-2115,2025-03-12,S3,Suburban,C222,New,P303,Personal Care,Handwash 300ml,1,3.0,Credit Card,0.04,Online
TXN-2025-03347,BILL-4347,2025-01-07,S3,Suburban,C407,Loyal,P303,Personal Care,Handwash 300ml,3,3.0,Credit Card,0.37,In-store
TXN-2025-03348,BILL-2674,2025-02-19,S1,Downtown,C116,Regular,P103,Beverages,Sparkling Water,3,1.8,UPI,0.14,Online
TXN-2025-03349,BILL-4349,2025-03-02,S2,Uptown,C317,Regular,P103,Beverages,Sparkling Water,3,1.8,UPI,0.05,In-store
TXN-2025-03350,BILL-2116,2025-01-12,S2,Uptown,C020,New,P401,Household,Laundry Detergent 1kg,2,6.5,UPI,0.07,In-store
